,shadow_image,shadowfree_image,shadow_matte,background_image,background_color_csv
23,../datasets/Jung/shadow_image/rect_30.jpg,../datasets/Jung/shadowfree_image/rect_30.jpg,../datasets/Jung/shadow_mask/rect_30.jpg,../datasets/Jung/background_color_image/rect_30.jpg,../datasets/Jung/background_color_csv/rect_30.csv
24,../datasets/Jung/shadow_image/rect_31.jpg,../datasets/Jung/shadowfree_image/rect_31.jpg,../datasets/Jung/shadow_mask/rect_31.jpg,../datasets/Jung/background_color_image/rect_31.jpg,../datasets/Jung/background_color_csv/rect_31.csv
25,../datasets/Jung/shadow_image/rect_32.jpg,../datasets/Jung/shadowfree_image/rect_32.jpg,../datasets/Jung/shadow_mask/rect_32.jpg,../datasets/Jung/background_color_image/rect_32.jpg,../datasets/Jung/background_color_csv/rect_32.csv
26,../datasets/Jung/shadow_image/rect_33.jpg,../datasets/Jung/shadowfree_image/rect_33.jpg,../datasets/Jung/shadow_mask/rect_33.jpg,../datasets/Jung/background_color_image/rect_33.jpg,../datasets/Jung/background_color_csv/rect_33.csv
27,../datasets/Jung/shadow_image/rect_34.jpg,../datasets/Jung/shadowfree_image/rect_34.jpg,../datasets/Jung/shadow_mask/rect_34.jpg,../datasets/Jung/background_color_image/rect_34.jpg,../datasets/Jung/background_color_csv/rect_34.csv
28,../datasets/Jung/shadow_image/rect_35.jpg,../datasets/Jung/shadowfree_image/rect_35.jpg,../datasets/Jung/shadow_mask/rect_35.jpg,../datasets/Jung/background_color_image/rect_35.jpg,../datasets/Jung/background_color_csv/rect_35.csv
29,../datasets/Jung/shadow_image/rect_36.jpg,../datasets/Jung/shadowfree_image/rect_36.jpg,../datasets/Jung/shadow_mask/rect_36.jpg,../datasets/Jung/background_color_image/rect_36.jpg,../datasets/Jung/background_color_csv/rect_36.csv
30,../datasets/Jung/shadow_image/rect_37.jpg,../datasets/Jung/shadowfree_image/rect_37.jpg,../datasets/Jung/shadow_mask/rect_37.jpg,../datasets/Jung/background_color_image/rect_37.jpg,../datasets/Jung/background_color_csv/rect_37.csv
31,../datasets/Jung/shadow_image/rect_38.jpg,../datasets/Jung/shadowfree_image/rect_38.jpg,../datasets/Jung/shadow_mask/rect_38.jpg,../datasets/Jung/background_color_image/rect_38.jpg,../datasets/Jung/background_color_csv/rect_38.csv
32,../datasets/Jung/shadow_image/rect_39.jpg,../datasets/Jung/shadowfree_image/rect_39.jpg,../datasets/Jung/shadow_mask/rect_39.jpg,../datasets/Jung/background_color_image/rect_39.jpg,../datasets/Jung/background_color_csv/rect_39.csv
33,../datasets/Jung/shadow_image/rect_4.jpg,../datasets/Jung/shadowfree_image/rect_4.jpg,../datasets/Jung/shadow_mask/rect_4.jpg,../datasets/Jung/background_color_image/rect_4.jpg,../datasets/Jung/background_color_csv/rect_4.csv
34,../datasets/Jung/shadow_image/rect_40.jpg,../datasets/Jung/shadowfree_image/rect_40.jpg,../datasets/Jung/shadow_mask/rect_40.jpg,../datasets/Jung/background_color_image/rect_40.jpg,../datasets/Jung/background_color_csv/rect_40.csv
35,../datasets/Jung/shadow_image/rect_41.jpg,../datasets/Jung/shadowfree_image/rect_41.jpg,../datasets/Jung/shadow_mask/rect_41.jpg,../datasets/Jung/background_color_image/rect_41.jpg,../datasets/Jung/background_color_csv/rect_41.csv
36,../datasets/Jung/shadow_image/rect_42.jpg,../datasets/Jung/shadowfree_image/rect_42.jpg,../datasets/Jung/shadow_mask/rect_42.jpg,../datasets/Jung/background_color_image/rect_42.jpg,../datasets/Jung/background_color_csv/rect_42.csv
37,../datasets/Jung/shadow_image/rect_43.jpg,../datasets/Jung/shadowfree_image/rect_43.jpg,../datasets/Jung/shadow_mask/rect_43.jpg,../datasets/Jung/background_color_image/rect_43.jpg,../datasets/Jung/background_color_csv/rect_43.csv
38,../datasets/Jung/shadow_image/rect_44.jpg,../datasets/Jung/shadowfree_image/rect_44.jpg,../datasets/Jung/shadow_mask/rect_44.jpg,../datasets/Jung/background_color_image/rect_44.jpg,../datasets/Jung/background_color_csv/rect_44.csv
39,../datasets/Jung/shadow_image/rect_45.jpg,../datasets/Jung/shadowfree_image/rect_45.jpg,../datasets/Jung/shadow_mask/rect_45.jpg,../datasets/Jung/background_color_image/rect_45.jpg,../datasets/Jung/background_color_csv/rect_45.csv
40,../datasets/Jung/shadow_image/rect_46.jpg,../datasets/Jung/shadowfree_image/rect_46.jpg,../datasets/Jung/shadow_mask/rect_46.jpg,../datasets/Jung/background_color_image/rect_46.jpg,../datasets/Jung/background_color_csv/rect_46.csv
41,../datasets/Jung/shadow_image/rect_47.jpg,../datasets/Jung/shadowfree_image/rect_47.jpg,../datasets/Jung/shadow_mask/rect_47.jpg,../datasets/Jung/background_color_image/rect_47.jpg,../datasets/Jung/background_color_csv/rect_47.csv
42,../datasets/Jung/shadow_image/rect_48.jpg,../datasets/Jung/shadowfree_image/rect_48.jpg,../datasets/Jung/shadow_mask/rect_48.jpg,../datasets/Jung/background_color_image/rect_48.jpg,../datasets/Jung/background_color_csv/rect_48.csv
43,../datasets/Jung/shadow_image/rect_49.jpg,../datasets/Jung/shadowfree_image/rect_49.jpg,../datasets/Jung/shadow_mask/rect_49.jpg,../datasets/Jung/background_color_image/rect_49.jpg,../datasets/Jung/background_color_csv/rect_49.csv
44,../datasets/Jung/shadow_image/rect_5.jpg,../datasets/Jung/shadowfree_image/rect_5.jpg,../datasets/Jung/shadow_mask/rect_5.jpg,../datasets/Jung/background_color_image/rect_5.jpg,../datasets/Jung/background_color_csv/rect_5.csv
45,../datasets/Jung/shadow_image/rect_50.jpg,../datasets/Jung/shadowfree_image/rect_50.jpg,../datasets/Jung/shadow_mask/rect_50.jpg,../datasets/Jung/background_color_image/rect_50.jpg,../datasets/Jung/background_color_csv/rect_50.csv
46,../datasets/Jung/shadow_image/rect_51.jpg,../datasets/Jung/shadowfree_image/rect_51.jpg,../datasets/Jung/shadow_mask/rect_51.jpg,../datasets/Jung/background_color_image/rect_51.jpg,../datasets/Jung/background_color_csv/rect_51.csv
47,../datasets/Jung/shadow_image/rect_52.jpg,../datasets/Jung/shadowfree_image/rect_52.jpg,../datasets/Jung/shadow_mask/rect_52.jpg,../datasets/Jung/background_color_image/rect_52.jpg,../datasets/Jung/background_color_csv/rect_52.csv
48,../datasets/Jung/shadow_image/rect_53.jpg,../datasets/Jung/shadowfree_image/rect_53.jpg,../datasets/Jung/shadow_mask/rect_53.jpg,../datasets/Jung/background_color_image/rect_53.jpg,../datasets/Jung/background_color_csv/rect_53.csv
49,../datasets/Jung/shadow_image/rect_54.jpg,../datasets/Jung/shadowfree_image/rect_54.jpg,../datasets/Jung/shadow_mask/rect_54.jpg,../datasets/Jung/background_color_image/rect_54.jpg,../datasets/Jung/background_color_csv/rect_54.csv
50,../datasets/Jung/shadow_image/rect_55.jpg,../datasets/Jung/shadowfree_image/rect_55.jpg,../datasets/Jung/shadow_mask/rect_55.jpg,../datasets/Jung/background_color_image/rect_55.jpg,../datasets/Jung/background_color_csv/rect_55.csv
51,../datasets/Jung/shadow_image/rect_56.jpg,../datasets/Jung/shadowfree_image/rect_56.jpg,../datasets/Jung/shadow_mask/rect_56.jpg,../datasets/Jung/background_color_image/rect_56.jpg,../datasets/Jung/background_color_csv/rect_56.csv
52,../datasets/Jung/shadow_image/rect_57.jpg,../datasets/Jung/shadowfree_image/rect_57.jpg,../datasets/Jung/shadow_mask/rect_57.jpg,../datasets/Jung/background_color_image/rect_57.jpg,../datasets/Jung/background_color_csv/rect_57.csv
53,../datasets/Jung/shadow_image/rect_58.jpg,../datasets/Jung/shadowfree_image/rect_58.jpg,../datasets/Jung/shadow_mask/rect_58.jpg,../datasets/Jung/background_color_image/rect_58.jpg,../datasets/Jung/background_color_csv/rect_58.csv
54,../datasets/Jung/shadow_image/rect_59.jpg,../datasets/Jung/shadowfree_image/rect_59.jpg,../datasets/Jung/shadow_mask/rect_59.jpg,../datasets/Jung/background_color_image/rect_59.jpg,../datasets/Jung/background_color_csv/rect_59.csv
55,../datasets/Jung/shadow_image/rect_6.jpg,../datasets/Jung/shadowfree_image/rect_6.jpg,../datasets/Jung/shadow_mask/rect_6.jpg,../datasets/Jung/background_color_image/rect_6.jpg,../datasets/Jung/background_color_csv/rect_6.csv
56,../datasets/Jung/shadow_image/rect_60.jpg,../datasets/Jung/shadowfree_image/rect_60.jpg,../datasets/Jung/shadow_mask/rect_60.jpg,../datasets/Jung/background_color_image/rect_60.jpg,../datasets/Jung/background_color_csv/rect_60.csv
57,../datasets/Jung/shadow_image/rect_61.jpg,../datasets/Jung/shadowfree_image/rect_61.jpg,../datasets/Jung/shadow_mask/rect_61.jpg,../datasets/Jung/background_color_image/rect_61.jpg,../datasets/Jung/background_color_csv/rect_61.csv
58,../datasets/Jung/shadow_image/rect_62.jpg,../datasets/Jung/shadowfree_image/rect_62.jpg,../datasets/Jung/shadow_mask/rect_62.jpg,../datasets/Jung/background_color_image/rect_62.jpg,../datasets/Jung/background_color_csv/rect_62.csv
59,../datasets/Jung/shadow_image/rect_63.jpg,../datasets/Jung/shadowfree_image/rect_63.jpg,../datasets/Jung/shadow_mask/rect_63.jpg,../datasets/Jung/background_color_image/rect_63.jpg,../datasets/Jung/background_color_csv/rect_63.csv
60,../datasets/Jung/shadow_image/rect_64.jpg,../datasets/Jung/shadowfree_image/rect_64.jpg,../datasets/Jung/shadow_mask/rect_64.jpg,../datasets/Jung/background_color_image/rect_64.jpg,../datasets/Jung/background_color_csv/rect_64.csv
61,../datasets/Jung/shadow_image/rect_65.jpg,../datasets/Jung/shadowfree_image/rect_65.jpg,../datasets/Jung/shadow_mask/rect_65.jpg,../datasets/Jung/background_color_image/rect_65.jpg,../datasets/Jung/background_color_csv/rect_65.csv
62,../datasets/Jung/shadow_image/rect_66.jpg,../datasets/Jung/shadowfree_image/rect_66.jpg,../datasets/Jung/shadow_mask/rect_66.jpg,../datasets/Jung/background_color_image/rect_66.jpg,../datasets/Jung/background_color_csv/rect_66.csv
63,../datasets/Jung/shadow_image/rect_67.jpg,../datasets/Jung/shadowfree_image/rect_67.jpg,../datasets/Jung/shadow_mask/rect_67.jpg,../datasets/Jung/background_color_image/rect_67.jpg,../datasets/Jung/background_color_csv/rect_67.csv
64,../datasets/Jung/shadow_image/rect_68.jpg,../datasets/Jung/shadowfree_image/rect_68.jpg,../datasets/Jung/shadow_mask/rect_68.jpg,../datasets/Jung/background_color_image/rect_68.jpg,../datasets/Jung/background_color_csv/rect_68.csv
65,../datasets/Jung/shadow_image/rect_69.jpg,../datasets/Jung/shadowfree_image/rect_69.jpg,../datasets/Jung/shadow_mask/rect_69.jpg,../datasets/Jung/background_color_image/rect_69.jpg,../datasets/Jung/background_color_csv/rect_69.csv
66,../datasets/Jung/shadow_image/rect_7.jpg,../datasets/Jung/shadowfree_image/rect_7.jpg,../datasets/Jung/shadow_mask/rect_7.jpg,../datasets/Jung/background_color_image/rect_7.jpg,../datasets/Jung/background_color_csv/rect_7.csv
67,../datasets/Jung/shadow_image/rect_70.jpg,../datasets/Jung/shadowfree_image/rect_70.jpg,../datasets/Jung/shadow_mask/rect_70.jpg,../datasets/Jung/background_color_image/rect_70.jpg,../datasets/Jung/background_color_csv/rect_70.csv
68,../datasets/Jung/shadow_image/rect_71.jpg,../datasets/Jung/shadowfree_image/rect_71.jpg,../datasets/Jung/shadow_mask/rect_71.jpg,../datasets/Jung/background_color_image/rect_71.jpg,../datasets/Jung/background_color_csv/rect_71.csv
69,../datasets/Jung/shadow_image/rect_72.jpg,../datasets/Jung/shadowfree_image/rect_72.jpg,../datasets/Jung/shadow_mask/rect_72.jpg,../datasets/Jung/background_color_image/rect_72.jpg,../datasets/Jung/background_color_csv/rect_72.csv
70,../datasets/Jung/shadow_image/rect_73.jpg,../datasets/Jung/shadowfree_image/rect_73.jpg,../datasets/Jung/shadow_mask/rect_73.jpg,../datasets/Jung/background_color_image/rect_73.jpg,../datasets/Jung/background_color_csv/rect_73.csv
71,../datasets/Jung/shadow_image/rect_74.jpg,../datasets/Jung/shadowfree_image/rect_74.jpg,../datasets/Jung/shadow_mask/rect_74.jpg,../datasets/Jung/background_color_image/rect_74.jpg,../datasets/Jung/background_color_csv/rect_74.csv
72,../datasets/Jung/shadow_image/rect_75.jpg,../datasets/Jung/shadowfree_image/rect_75.jpg,../datasets/Jung/shadow_mask/rect_75.jpg,../datasets/Jung/background_color_image/rect_75.jpg,../datasets/Jung/background_color_csv/rect_75.csv
73,../datasets/Jung/shadow_image/rect_76.jpg,../datasets/Jung/shadowfree_image/rect_76.jpg,../datasets/Jung/shadow_mask/rect_76.jpg,../datasets/Jung/background_color_image/rect_76.jpg,../datasets/Jung/background_color_csv/rect_76.csv
74,../datasets/Jung/shadow_image/rect_77.jpg,../datasets/Jung/shadowfree_image/rect_77.jpg,../datasets/Jung/shadow_mask/rect_77.jpg,../datasets/Jung/background_color_image/rect_77.jpg,../datasets/Jung/background_color_csv/rect_77.csv
75,../datasets/Jung/shadow_image/rect_78.jpg,../datasets/Jung/shadowfree_image/rect_78.jpg,../datasets/Jung/shadow_mask/rect_78.jpg,../datasets/Jung/background_color_image/rect_78.jpg,../datasets/Jung/background_color_csv/rect_78.csv
76,../datasets/Jung/shadow_image/rect_79.jpg,../datasets/Jung/shadowfree_image/rect_79.jpg,../datasets/Jung/shadow_mask/rect_79.jpg,../datasets/Jung/background_color_image/rect_79.jpg,../datasets/Jung/background_color_csv/rect_79.csv
77,../datasets/Jung/shadow_image/rect_8.jpg,../datasets/Jung/shadowfree_image/rect_8.jpg,../datasets/Jung/shadow_mask/rect_8.jpg,../datasets/Jung/background_color_image/rect_8.jpg,../datasets/Jung/background_color_csv/rect_8.csv
78,../datasets/Jung/shadow_image/rect_80.jpg,../datasets/Jung/shadowfree_image/rect_80.jpg,../datasets/Jung/shadow_mask/rect_80.jpg,../datasets/Jung/background_color_image/rect_80.jpg,../datasets/Jung/background_color_csv/rect_80.csv
79,../datasets/Jung/shadow_image/rect_81.jpg,../datasets/Jung/shadowfree_image/rect_81.jpg,../datasets/Jung/shadow_mask/rect_81.jpg,../datasets/Jung/background_color_image/rect_81.jpg,../datasets/Jung/background_color_csv/rect_81.csv
80,../datasets/Jung/shadow_image/rect_82.jpg,../datasets/Jung/shadowfree_image/rect_82.jpg,../datasets/Jung/shadow_mask/rect_82.jpg,../datasets/Jung/background_color_image/rect_82.jpg,../datasets/Jung/background_color_csv/rect_82.csv
81,../datasets/Jung/shadow_image/rect_83.jpg,../datasets/Jung/shadowfree_image/rect_83.jpg,../datasets/Jung/shadow_mask/rect_83.jpg,../datasets/Jung/background_color_image/rect_83.jpg,../datasets/Jung/background_color_csv/rect_83.csv
82,../datasets/Jung/shadow_image/rect_84.jpg,../datasets/Jung/shadowfree_image/rect_84.jpg,../datasets/Jung/shadow_mask/rect_84.jpg,../datasets/Jung/background_color_image/rect_84.jpg,../datasets/Jung/background_color_csv/rect_84.csv
83,../datasets/Jung/shadow_image/rect_85.jpg,../datasets/Jung/shadowfree_image/rect_85.jpg,../datasets/Jung/shadow_mask/rect_85.jpg,../datasets/Jung/background_color_image/rect_85.jpg,../datasets/Jung/background_color_csv/rect_85.csv
84,../datasets/Jung/shadow_image/rect_86.jpg,../datasets/Jung/shadowfree_image/rect_86.jpg,../datasets/Jung/shadow_mask/rect_86.jpg,../datasets/Jung/background_color_image/rect_86.jpg,../datasets/Jung/background_color_csv/rect_86.csv
85,../datasets/Jung/shadow_image/rect_87.jpg,../datasets/Jung/shadowfree_image/rect_87.jpg,../datasets/Jung/shadow_mask/rect_87.jpg,../datasets/Jung/background_color_image/rect_87.jpg,../datasets/Jung/background_color_csv/rect_87.csv
86,../datasets/Jung/shadow_image/rect_9.jpg,../datasets/Jung/shadowfree_image/rect_9.jpg,../datasets/Jung/shadow_mask/rect_9.jpg,../datasets/Jung/background_color_image/rect_9.jpg,../datasets/Jung/background_color_csv/rect_9.csv
