,shadow_image,shadowfree_image,shadow_matte,background_image,background_color_csv
10,../datasetss/SDSRD/train/shadow_image/D0001M009C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0001M009C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0001M009C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0001M009C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0001M009C01N00007.csv
11,../datasetss/SDSRD/train/shadow_image/D0001M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0001M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0001M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0001M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0001M009C01N00008.csv
12,../datasetss/SDSRD/train/shadow_image/D0001M009C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0001M009C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0001M009C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0001M009C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0001M009C01N00009.csv
13,../datasetss/SDSRD/train/shadow_image/D0001M010C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0001M010C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0001M010C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0001M010C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0001M010C01N00007.csv
14,../datasetss/SDSRD/train/shadow_image/D0001M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0001M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0001M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0001M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0001M010C01N00008.csv
15,../datasetss/SDSRD/train/shadow_image/D0001M010C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0001M010C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0001M010C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0001M010C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0001M010C01N00009.csv
16,../datasetss/SDSRD/train/shadow_image/D0002M001C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0002M001C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0002M001C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0002M001C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0002M001C01N00007.csv
17,../datasetss/SDSRD/train/shadow_image/D0002M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0002M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0002M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0002M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0002M001C01N00008.csv
18,../datasetss/SDSRD/train/shadow_image/D0002M001C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0002M001C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0002M001C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0002M001C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0002M001C01N00009.csv
19,../datasetss/SDSRD/train/shadow_image/D0002M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0002M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0002M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0002M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0002M002C01N00008.csv
20,../datasetss/SDSRD/train/shadow_image/D0002M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0002M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0002M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0002M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0002M003C01N00008.csv
21,../datasetss/SDSRD/train/shadow_image/D0002M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0002M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0002M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0002M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0002M009C01N00008.csv
22,../datasetss/SDSRD/train/shadow_image/D0002M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0002M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0002M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0002M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0002M010C01N00008.csv
23,../datasetss/SDSRD/train/shadow_image/D0002M010C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0002M010C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0002M010C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0002M010C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0002M010C01N00009.csv
24,../datasetss/SDSRD/train/shadow_image/D0002M011C01N00003.png,../datasetss/SDSRD/train/shadowfree_image/D0002M011C01N00003.png,../datasetss/SDSRD/train/shadow_matte/D0002M011C01N00003.png,../datasetss/SDSRD/train/background_color_image/D0002M011C01N00003.png,../datasetss/SDSRD/train/background_color_csv/D0002M011C01N00003.csv
25,../datasetss/SDSRD/train/shadow_image/D0003M001C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0003M001C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0003M001C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0003M001C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0003M001C01N00007.csv
26,../datasetss/SDSRD/train/shadow_image/D0003M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M001C01N00008.csv
27,../datasetss/SDSRD/train/shadow_image/D0003M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M002C01N00008.csv
28,../datasetss/SDSRD/train/shadow_image/D0003M002C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0003M002C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0003M002C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0003M002C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0003M002C01N00009.csv
29,../datasetss/SDSRD/train/shadow_image/D0003M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M003C01N00008.csv
30,../datasetss/SDSRD/train/shadow_image/D0003M008C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M008C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M008C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M008C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M008C01N00008.csv
31,../datasetss/SDSRD/train/shadow_image/D0003M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M009C01N00008.csv
32,../datasetss/SDSRD/train/shadow_image/D0003M010C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0003M010C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0003M010C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0003M010C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0003M010C01N00007.csv
33,../datasetss/SDSRD/train/shadow_image/D0003M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0003M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0003M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0003M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0003M010C01N00008.csv
34,../datasetss/SDSRD/train/shadow_image/D0003M010C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0003M010C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0003M010C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0003M010C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0003M010C01N00009.csv
35,../datasetss/SDSRD/train/shadow_image/D0004M001C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0004M001C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0004M001C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0004M001C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0004M001C01N00007.csv
36,../datasetss/SDSRD/train/shadow_image/D0004M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M001C01N00008.csv
37,../datasetss/SDSRD/train/shadow_image/D0004M001C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0004M001C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0004M001C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0004M001C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0004M001C01N00009.csv
38,../datasetss/SDSRD/train/shadow_image/D0004M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M002C01N00008.csv
39,../datasetss/SDSRD/train/shadow_image/D0004M002C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0004M002C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0004M002C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0004M002C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0004M002C01N00009.csv
40,../datasetss/SDSRD/train/shadow_image/D0004M003C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0004M003C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0004M003C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0004M003C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0004M003C01N00007.csv
41,../datasetss/SDSRD/train/shadow_image/D0004M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M003C01N00008.csv
42,../datasetss/SDSRD/train/shadow_image/D0004M008C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M008C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M008C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M008C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M008C01N00008.csv
43,../datasetss/SDSRD/train/shadow_image/D0004M009C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0004M009C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0004M009C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0004M009C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0004M009C01N00007.csv
44,../datasetss/SDSRD/train/shadow_image/D0004M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M009C01N00008.csv
45,../datasetss/SDSRD/train/shadow_image/D0004M009C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0004M009C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0004M009C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0004M009C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0004M009C01N00009.csv
46,../datasetss/SDSRD/train/shadow_image/D0004M010C01N00003.png,../datasetss/SDSRD/train/shadowfree_image/D0004M010C01N00003.png,../datasetss/SDSRD/train/shadow_matte/D0004M010C01N00003.png,../datasetss/SDSRD/train/background_color_image/D0004M010C01N00003.png,../datasetss/SDSRD/train/background_color_csv/D0004M010C01N00003.csv
47,../datasetss/SDSRD/train/shadow_image/D0004M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0004M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0004M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0004M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0004M010C01N00008.csv
48,../datasetss/SDSRD/train/shadow_image/D0005M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M001C01N00008.csv
49,../datasetss/SDSRD/train/shadow_image/D0005M001C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0005M001C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0005M001C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0005M001C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0005M001C01N00009.csv
50,../datasetss/SDSRD/train/shadow_image/D0005M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M002C01N00008.csv
51,../datasetss/SDSRD/train/shadow_image/D0005M002C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0005M002C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0005M002C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0005M002C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0005M002C01N00009.csv
52,../datasetss/SDSRD/train/shadow_image/D0005M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M003C01N00008.csv
53,../datasetss/SDSRD/train/shadow_image/D0005M008C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0005M008C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0005M008C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0005M008C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0005M008C01N00007.csv
54,../datasetss/SDSRD/train/shadow_image/D0005M008C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M008C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M008C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M008C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M008C01N00008.csv
55,../datasetss/SDSRD/train/shadow_image/D0005M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M009C01N00008.csv
56,../datasetss/SDSRD/train/shadow_image/D0005M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0005M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0005M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0005M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0005M010C01N00008.csv
57,../datasetss/SDSRD/train/shadow_image/D0005M010C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0005M010C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0005M010C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0005M010C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0005M010C01N00009.csv
58,../datasetss/SDSRD/train/shadow_image/D0006M001C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0006M001C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0006M001C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0006M001C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0006M001C01N00007.csv
59,../datasetss/SDSRD/train/shadow_image/D0006M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M001C01N00008.csv
60,../datasetss/SDSRD/train/shadow_image/D0006M001C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0006M001C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0006M001C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0006M001C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0006M001C01N00009.csv
61,../datasetss/SDSRD/train/shadow_image/D0006M002C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0006M002C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0006M002C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0006M002C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0006M002C01N00007.csv
62,../datasetss/SDSRD/train/shadow_image/D0006M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M002C01N00008.csv
63,../datasetss/SDSRD/train/shadow_image/D0006M002C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0006M002C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0006M002C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0006M002C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0006M002C01N00009.csv
64,../datasetss/SDSRD/train/shadow_image/D0006M003C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0006M003C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0006M003C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0006M003C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0006M003C01N00007.csv
65,../datasetss/SDSRD/train/shadow_image/D0006M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M003C01N00008.csv
66,../datasetss/SDSRD/train/shadow_image/D0006M003C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0006M003C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0006M003C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0006M003C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0006M003C01N00009.csv
67,../datasetss/SDSRD/train/shadow_image/D0006M008C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0006M008C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0006M008C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0006M008C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0006M008C01N00007.csv
68,../datasetss/SDSRD/train/shadow_image/D0006M008C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M008C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M008C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M008C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M008C01N00008.csv
69,../datasetss/SDSRD/train/shadow_image/D0006M008C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0006M008C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0006M008C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0006M008C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0006M008C01N00009.csv
70,../datasetss/SDSRD/train/shadow_image/D0006M009C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0006M009C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0006M009C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0006M009C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0006M009C01N00007.csv
71,../datasetss/SDSRD/train/shadow_image/D0006M009C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M009C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M009C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M009C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M009C01N00008.csv
72,../datasetss/SDSRD/train/shadow_image/D0006M009C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0006M009C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0006M009C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0006M009C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0006M009C01N00009.csv
73,../datasetss/SDSRD/train/shadow_image/D0006M010C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0006M010C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0006M010C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0006M010C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0006M010C01N00008.csv
74,../datasetss/SDSRD/train/shadow_image/D0006M012C01N00003.png,../datasetss/SDSRD/train/shadowfree_image/D0006M012C01N00003.png,../datasetss/SDSRD/train/shadow_matte/D0006M012C01N00003.png,../datasetss/SDSRD/train/background_color_image/D0006M012C01N00003.png,../datasetss/SDSRD/train/background_color_csv/D0006M012C01N00003.csv
75,../datasetss/SDSRD/train/shadow_image/D0007M001C01N00007.png,../datasetss/SDSRD/train/shadowfree_image/D0007M001C01N00007.png,../datasetss/SDSRD/train/shadow_matte/D0007M001C01N00007.png,../datasetss/SDSRD/train/background_color_image/D0007M001C01N00007.png,../datasetss/SDSRD/train/background_color_csv/D0007M001C01N00007.csv
76,../datasetss/SDSRD/train/shadow_image/D0007M001C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0007M001C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0007M001C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0007M001C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0007M001C01N00008.csv
77,../datasetss/SDSRD/train/shadow_image/D0007M002C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0007M002C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0007M002C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0007M002C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0007M002C01N00008.csv
78,../datasetss/SDSRD/train/shadow_image/D0007M002C01N00009.png,../datasetss/SDSRD/train/shadowfree_image/D0007M002C01N00009.png,../datasetss/SDSRD/train/shadow_matte/D0007M002C01N00009.png,../datasetss/SDSRD/train/background_color_image/D0007M002C01N00009.png,../datasetss/SDSRD/train/background_color_csv/D0007M002C01N00009.csv
79,../datasetss/SDSRD/train/shadow_image/D0007M003C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0007M003C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0007M003C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0007M003C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0007M003C01N00008.csv
80,../datasetss/SDSRD/train/shadow_image/D0007M008C01N00008.png,../datasetss/SDSRD/train/shadowfree_image/D0007M008C01N00008.png,../datasetss/SDSRD/train/shadow_matte/D0007M008C01N00008.png,../datasetss/SDSRD/train/background_color_image/D0007M008C01N00008.png,../datasetss/SDSRD/train/background_color_csv/D0007M008C01N00008.csv
